,file,category,features,feat_len,category
1406,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/cat_flickr0134.mp3,cat,"[-219.68109130859375, 145.7393341064453, -89.72698211669922, 51.1106071472168, -19.092769622802734, 11.326919555664062, 2.9691555500030518, -5.043898105621338, 20.257549285888672, -9.227887153625488, 8.227595329284668, -9.16921615600586, -2.6976664066314697, 4.816853046417236, -3.064532518386841, 2.1585307121276855, -11.027236938476562, 1.8224414587020874, 1.1125378608703613, -2.1101901531219482, 1.1201982498168945, 0.15044796466827393, -0.380605548620224, 0.09081932157278061, -0.024251973256468773, 0.13903698325157166, -0.11561110615730286, -0.009900670498609543, 0.06266594678163528, -0.048963144421577454, 0.04786478728055954, -0.08000735193490982, -0.01027018204331398, -0.05868581682443619, -0.08143679797649384, 0.004398523364216089, 0.038036949932575226, 0.09797098487615585, -0.03309624269604683, -0.0767674371600151, -0.5363398194313049, -0.13407179713249207, 0.16600657999515533, -0.16908471286296844, -0.006720860488712788, -0.0899764820933342, -0.016513187438249588, 0.006496298126876354, -0.029496777802705765, 0.02328762784600258, -0.03913474082946777, 0.056983377784490585, 0.04144700616598129, 0.0008574741659685969, 0.0008590221405029297, -0.04106568917632103, -0.05593559890985489, -0.05219724774360657, 0.0655592754483223, 0.10812204331159592, 1828.0832946670303, 0.0005421020905487239, 3214.1842139028286]",63,cat
2673,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_flickr01462_aug1(1).mp3,cat,"[-239.08389282226562, 91.60027313232422, 22.82500457763672, 7.305085182189941, 14.77958869934082, -4.610218524932861, -10.907955169677734, -6.5378098487854, 3.8549160957336426, 5.592801094055176, 2.1468191146850586, -2.52549409866333, -1.0244401693344116, 5.689751625061035, -1.3509851694107056, -4.247836112976074, -2.901087999343872, 1.48710298538208, -1.7022355794906616, -2.885089159011841, 0.15397848188877106, -0.1795167475938797, -0.04688507318496704, 0.043800726532936096, -0.10546347498893738, 0.02979111485183239, 0.10498359054327011, 0.045776717364788055, -0.009053925983607769, 0.028299203142523766, 0.0060952203348279, 0.01612888090312481, 0.05161433666944504, 0.011020633392035961, 0.04038045555353165, 0.01494417805224657, 0.02630588784813881, -0.040029603987932205, -0.02566715143620968, -0.045508090406656265, -0.4349078834056854, -0.18299350142478943, -0.06743785738945007, -0.016584772616624832, 0.011630412191152573, 0.022172294557094574, 0.006957016885280609, 0.01662502996623516, 0.02908647060394287, 0.05748015642166138, 0.04338834434747696, 0.006597633007913828, -0.031857483088970184, -0.010769902728497982, -0.0007656766101717949, 0.02398061752319336, 0.030702700838446617, 0.025373606011271477, 0.020606696605682373, 0.058449018746614456, 2208.9403064961357, 0.03393467143177986, 4605.940118715083]",63,cat
604,data/audio_cat-classification/NAYA_DATA_AUG1X/Defence/Last_addCat259His.mp3,cat,"[-381.2881164550781, 17.91523551940918, -8.85053539276123, 14.2278470993042, -5.526617050170898, -14.166305541992188, -11.432046890258789, 0.6135903000831604, -17.88982391357422, -13.788111686706543, -9.09036636352539, -6.157057762145996, -13.53696346282959, -12.438628196716309, -3.716461181640625, -10.187994956970215, -11.542405128479004, -4.051326274871826, -8.434404373168945, -6.34552001953125, 2.89223051071167, 0.6391389966011047, 0.6966629028320312, 0.7302621603012085, -0.3776702284812927, -0.47795310616493225, -0.3095649480819702, -0.019333533942699432, -0.31527072191238403, -0.03221943601965904, 0.11867809295654297, 0.061417482793331146, -0.25034159421920776, -0.19292597472667694, 0.04620486497879028, 0.043220918625593185, -0.0773119404911995, 0.024554245173931122, 0.09137312322854996, 0.08337037265300751, -0.40419772267341614, -0.174258291721344, -0.019065244123339653, 0.173902228474617, -0.0736614465713501, -0.16004005074501038, 0.03231959044933319, 0.22383666038513184, 0.01628223992884159, 0.059832651168107986, 0.11875510960817337, 0.11971857398748398, 0.14875608682632446, 0.034930698573589325, 0.0884576216340065, -0.017640188336372375, 0.024975959211587906, 0.01197030209004879, -0.029611464589834213, 0.04500577971339226, 4182.367178061235, 0.2418946772813797, 7774.2138012035475]",63,cat
535,data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_flickr0118_aug1(1).mp3,cat,"[-222.49493408203125, 47.87997817993164, 0.36448466777801514, -5.865995407104492, 7.127837657928467, 5.448061466217041, 0.0899428278207779, -5.134685516357422, -2.4455769062042236, 15.314480781555176, 9.547377586364746, 4.917967796325684, -3.259523868560791, -1.6270114183425903, -0.5681918263435364, -0.9959670305252075, -0.6168559193611145, 1.6443212032318115, 8.70309066772461, 5.694965362548828, -0.7170708775520325, -0.8697552680969238, -0.27569490671157837, 0.17488889396190643, 0.2509966194629669, 0.14625665545463562, 0.3164611756801605, 0.3185940980911255, 0.3440011441707611, 0.27829644083976746, -0.050281040370464325, -0.18803341686725616, -0.3296726942062378, -0.29957687854766846, 0.06475506722927094, 0.22702980041503906, 0.18897397816181183, -0.12318909913301468, 0.023885676637291908, 0.3187602758407593, -0.4531761705875397, -0.040020719170570374, 0.07348397374153137, 0.09707526117563248, -0.03394452482461929, -0.08532845973968506, 0.06510432064533234, -0.03364446014165878, -0.016462605446577072, -0.047970857471227646, -0.19159924983978271, -0.16753557324409485, -0.06520908325910568, 0.07753893733024597, 0.10754580795764923, -0.006500227376818657, -0.06951157748699188, -0.011185221374034882, 0.17303620278835297, 0.07871559262275696, 3242.359898636946, 0.04612083360552788, 6891.234430277123]",63,cat
5762,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/LastEntry_cat1218Purr_aug1(1).mp3,cat,"[-153.59048461914062, 137.7760467529297, 47.465171813964844, -13.94572639465332, -14.39849853515625, -4.718569755554199, -16.23715591430664, -17.636991500854492, -0.920465886592865, -0.455330491065979, 4.64189338684082, -6.425926685333252, -12.530839920043945, -9.524056434631348, -11.634702682495117, -6.81950044631958, -7.819899559020996, -5.896816730499268, -3.052189826965332, -7.943580627441406, 0.13214804232120514, 0.10922680795192719, 0.06341423094272614, -0.10932957381010056, -0.02760723978281021, -0.004776727873831987, -0.09317056834697723, -0.09194484353065491, -0.03937724605202675, -0.022027812898159027, -0.027390392497181892, -0.045796431601047516, -0.010552780702710152, -0.013616878539323807, -0.01387074962258339, -0.010597861371934414, -0.0434410385787487, 0.026377668604254723, 0.013487621210515499, -0.01603095792233944, -0.19169297814369202, -0.07797732949256897, -0.06531773507595062, 0.02861202508211136, 0.0019832001999020576, 0.006944867316633463, 0.05976095423102379, 0.04181651026010513, 0.017315346747636795, 0.04383556544780731, -0.01076827384531498, -0.006892852950841188, 0.03829216584563255, 0.03040406107902527, 0.035301323980093, 0.008889136835932732, 0.01461706031113863, -0.008180907927453518, 0.0340142585337162, 0.03598272055387497, 1800.0512982799396, 0.019736798480153084, 3432.009535569411]",63,cat
2457,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_youtube01269.mp3,cat,"[-283.7472229003906, 200.3985595703125, -41.421817779541016, 19.774765014648438, 10.284684181213379, -36.14592742919922, -4.206528186798096, -8.255535125732422, -13.919539451599121, 1.4884848594665527, -2.6122660636901855, -10.266576766967773, -7.980875492095947, -2.685940742492676, -7.293694019317627, -4.595167636871338, 0.06308852136135101, -10.521642684936523, -5.557270050048828, -2.9347171783447266, 0.02437491901218891, 0.05928123742341995, 0.01564742811024189, 0.08965180069208145, 0.04744559898972511, 0.02439356967806816, -0.022250337526202202, -0.1651557981967926, -0.13859184086322784, -0.028858084231615067, -0.055327124893665314, -0.027985163033008575, 0.047934241592884064, 0.03736844286322594, 0.011272624135017395, 0.010877396911382675, -0.01047361921519041, 0.01410555001348257, 0.08157964795827866, 0.0587175227701664, -0.2606786787509918, -0.11674485355615616, 0.113539919257164, -0.037003252655267715, -0.05231261998414993, -0.04206925630569458, -0.07023698091506958, 0.024505222216248512, 0.045355506241321564, 0.005882302299141884, 0.021181099116802216, 0.004622526932507753, -0.0018646959215402603, 0.025364957749843597, 0.02381397783756256, 0.001974913291633129, 0.0014927207957953215, 0.026425175368785858, 0.024198833853006363, -0.0007413667626678944, 937.9512329097043, 0.00019983781385235488, 1664.6572707286432]",63,cat
5546,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_coll0109.mp3,cat,"[-230.79794311523438, 149.39404296875, 37.63690185546875, 0.48654916882514954, 15.565987586975098, 24.701513290405273, -12.778669357299805, -16.317134857177734, -17.32775115966797, 18.683740615844727, 13.280350685119629, 4.9721527099609375, 16.674741744995117, 1.9622881412506104, -11.235770225524902, -6.817224979400635, -1.0212032794952393, 3.215017318725586, -3.954556941986084, 0.36661872267723083, 0.19586384296417236, 0.08380565792322159, 0.1394164115190506, -0.024459807202219963, 0.03826814889907837, 0.013251564465463161, -0.05783332511782646, 0.014477909542620182, -0.08136940002441406, 0.09515242278575897, 0.04327117279171944, -0.03833505138754845, 0.04044373705983162, 0.013992372900247574, -0.029786325991153717, 0.013920007273554802, -0.007691429927945137, 0.014898916706442833, -0.015435184352099895, -0.009798781014978886, -0.4268367290496826, -0.08749429136514664, -0.06365843117237091, 0.07659236341714859, -0.08338025212287903, -0.1234622523188591, 0.014904807321727276, 0.033779043704271317, 0.04248838126659393, -0.04633112624287605, -0.01810244284570217, 0.056794315576553345, -0.03906399756669998, -0.023950310423970222, 0.030923549085855484, -0.001448722672648728, -0.014831485226750374, 0.004136975854635239, 0.017786039039492607, 0.0017598627600818872, 1294.273849898981, 0.004223395138978958, 1998.5329367897727]",63,cat
3050,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/Cat_Angry1040_aug1(1).mp3,cat,"[-228.31153869628906, 82.5165023803711, -23.252241134643555, -7.44700288772583, 5.2615065574646, 7.084713935852051, -2.089313268661499, -5.6553544998168945, 3.482250213623047, -7.0795111656188965, -12.768487930297852, 0.9836177229881287, 0.6897214651107788, -0.4052400588989258, -3.394031286239624, -8.483819961547852, -9.82071590423584, -2.4044392108917236, 9.261757850646973, 16.732559204101562, 4.20163106918335, 1.119187355041504, 0.08657000213861465, -0.07023221999406815, -0.05776338279247284, 0.04996715858578682, 0.08391626179218292, 0.25235411524772644, -0.0009727926808409393, 0.03382280096411705, -0.014050167053937912, -0.030957316979765892, -0.1333133429288864, -0.030012017115950584, 0.047313954681158066, -0.01042269729077816, 0.11754066497087479, 0.19711355865001678, 0.10420586168766022, 0.04511304572224617, 0.519191563129425, 0.2979506552219391, -0.013579903170466423, -0.014157292433083057, 0.07543935626745224, 0.001553534297272563, 0.05247519165277481, -0.026245787739753723, 0.025446606799960136, 0.0418577715754509, 0.09416799247264862, 0.08495186269283295, -0.019866755232214928, -0.04181374981999397, -0.046515654772520065, -0.02843797579407692, -0.010711480863392353, -0.012102163396775723, 0.04795526713132858, 0.07660988718271255, 1988.5890441458935, 0.06822748482227325, 3642.73572865099]",63,cat
2575,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_youtube64302 (2).mp3,cat,"[-510.7645263671875, 90.68377685546875, 53.035884857177734, 10.619511604309082, 4.677356719970703, 0.6123268604278564, -20.002161026000977, 8.32247257232666, -16.009685516357422, 9.58036994934082, -11.147098541259766, 4.815104961395264, -8.32852554321289, -8.833958625793457, 4.0244269371032715, -11.12566089630127, 6.589432239532471, -14.064546585083008, -0.4927199184894562, -15.501328468322754, -0.2125270664691925, 0.08013652265071869, 0.33048015832901, 0.12231216579675674, -0.0037447710055857897, -0.09932983666658401, -0.05509388819336891, -0.06893861293792725, -0.031744107604026794, -0.07674765586853027, -0.024625150486826897, 0.013349003158509731, -0.02009752206504345, 0.004303090739995241, 0.015594342723488808, 0.008384001441299915, 0.030227014794945717, 0.012768681161105633, 0.0035158363170921803, -0.04983460530638695, -0.2570802569389343, -0.01485203392803669, -0.0014296260196715593, 0.015002306550741196, 0.010504717007279396, 0.008750313892960548, -0.0001725409529171884, 0.010131440125405788, 0.017305105924606323, 0.021422993391752243, -0.0015555000863969326, -0.0026228867936879396, 0.013828572817146778, -0.006581434048712254, 0.007080534473061562, 0.016154661774635315, 0.015613501891493797, 0.001718961982987821, -0.018743330612778664, -0.016537489369511604, 2952.246654454022, 0.020662225782871246, 7033.241060697115]",63,cat
3010,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/Last_addCat250Ang.mp3,cat,"[-315.58074951171875, -3.749950408935547, -72.25621032714844, 49.79476547241211, 1.1214922666549683, 0.737816333770752, 11.222631454467773, 6.088631629943848, -0.041677601635456085, -0.14852353930473328, -0.21076568961143494, 14.572263717651367, -6.853326320648193, -0.4151564836502075, 10.452330589294434, 9.280174255371094, 3.4026665687561035, -1.499559760093689, -13.51041316986084, -13.9450044631958, -0.009292940609157085, -0.5172125101089478, 0.2957150936126709, 0.42478814721107483, -0.04553554207086563, -0.12510322034358978, -0.021951721981167793, 0.07059958577156067, -0.08464997261762619, 0.037465207278728485, 0.12039462476968765, -0.08048077672719955, 0.10889405757188797, 0.08917000889778137, -0.016480332240462303, 0.09562711417675018, -0.013139943592250347, -0.05426398292183876, 0.0664854347705841, -0.009010075591504574, -0.23592011630535126, -0.006197991315275431, 0.0926421582698822, -0.017641235142946243, 0.0011141756549477577, -0.01749812811613083, 0.05358210578560829, 0.0013066325336694717, -0.018103210255503654, -0.00963177066296339, -0.021924376487731934, 0.025024112313985825, 0.03281411901116371, -0.02503184974193573, -0.030985768884420395, -0.007302613463252783, -0.04495375230908394, 0.011021682992577553, 0.04795054718852043, 0.025597358122467995, 2860.220729249821, 0.0021089210640639067, 4023.720896716685]",63,cat
1862,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/cat_youtube64354.mp3,cat,"[-367.80377197265625, 132.17376708984375, 16.7589054107666, -2.5344786643981934, 17.781055450439453, 5.474464416503906, -2.0008580684661865, 3.114542007446289, 5.975025177001953, -3.8984782695770264, -1.0739353895187378, 9.870691299438477, 0.23740245401859283, -0.3110487759113312, 2.1807992458343506, 2.511268377304077, -1.071929931640625, 1.1976771354675293, 5.905561923980713, 0.28148940205574036, 0.8308242559432983, -0.09588523954153061, -0.3058967888355255, -0.015152099542319775, 0.12109977751970291, 0.08064674586057663, -0.18257558345794678, -0.02241307683289051, -0.011995219625532627, -0.0010878408793359995, -0.018245406448841095, -0.09368932992219925, -0.05591417849063873, -0.041897185146808624, 0.02875749208033085, -0.044641975313425064, -0.013855703175067902, 0.054807644337415695, 0.004293043632060289, -0.059609636664390564, -0.26746395230293274, -0.03953734412789345, 0.038022346794605255, 0.0014295181026682258, -0.04670191928744316, 0.03325645253062248, 0.009695964865386486, -0.03011489100754261, -0.024157311767339706, -0.004394576884806156, -0.014188331551849842, -0.02375752292573452, 0.03818982467055321, 0.017646245658397675, 0.01660524122416973, 0.006987820845097303, 0.005661061964929104, -0.005940412171185017, -0.04820793867111206, -0.0003541707992553711, 1645.9234412142011, 0.007886059582233429, 3371.4240579044117]",63,cat
3352,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/YashLL_Cat0211Ang_aug1(1).mp3,cat,"[-302.7525329589844, 21.984804153442383, -3.7210652828216553, -19.142919540405273, -2.8784966468811035, 6.6431498527526855, 1.2223037481307983, 6.122874736785889, 3.3471434116363525, -13.447137832641602, -11.161005020141602, -4.474061965942383, -4.062782287597656, 5.441617965698242, 6.5101318359375, -4.2881927490234375, -5.880844593048096, -11.014853477478027, -0.09149672836065292, 1.0359230041503906, 1.518534779548645, 0.26158273220062256, -0.012035778723657131, -0.22273992002010345, -0.05961158126592636, -0.00279686669819057, 0.04771491140127182, 0.11848849803209305, 0.11431726813316345, -0.03503614291548729, -0.08570072054862976, -0.08736416697502136, -0.08322219550609589, -0.01640295423567295, 0.0988791212439537, 0.12044462561607361, 0.1076546385884285, -0.07978630810976028, -0.12043416500091553, -0.06203925609588623, 0.00039543889579363167, 0.00859326682984829, 0.000506768876221031, -0.02538442797958851, -0.0534820556640625, -0.033216819167137146, 0.023841820657253265, 0.0524030476808548, 0.028861910104751587, 0.01705842651426792, 0.006902655586600304, -0.008282431401312351, -0.006632897071540356, -0.02276230975985527, -0.01802665740251541, -0.01961856335401535, 0.019667459651827812, 0.012219416908919811, -0.019145268946886063, 0.0025206527207046747, 3263.902766535866, 0.2525569200515747, 6749.49687610973]",63,cat
